brand_name,ratingCount
TOKYO TALKIES,246
TOKYO TALKIES,9
TOKYO TALKIES,35
TOKYO TALKIES,171
TOKYO TALKIES,13
TOKYO TALKIES,42
TOKYO TALKIES,66
TOKYO TALKIES,53
TOKYO TALKIES,205
TOKYO TALKIES,1195
TOKYO TALKIES,88
TOKYO TALKIES,37
TOKYO TALKIES,51
TOKYO TALKIES,645
TOKYO TALKIES,36
TOKYO TALKIES,39
TOKYO TALKIES,123
TOKYO TALKIES,35
TOKYO TALKIES,37
TOKYO TALKIES,48
TOKYO TALKIES,46
TOKYO TALKIES,182
TOKYO TALKIES,31
TOKYO TALKIES,17
TOKYO TALKIES,534
TOKYO TALKIES,184.2254362
TOKYO TALKIES,13
TOKYO TALKIES,195
TOKYO TALKIES,95
TOKYO TALKIES,10
TOKYO TALKIES,9
TOKYO TALKIES,45
TOKYO TALKIES,39
TOKYO TALKIES,9
TOKYO TALKIES,6
TOKYO TALKIES,577
TOKYO TALKIES,105
TOKYO TALKIES,42
TOKYO TALKIES,22
TOKYO TALKIES,18
TOKYO TALKIES,16
TOKYO TALKIES,32
TOKYO TALKIES,10
TOKYO TALKIES,21
TOKYO TALKIES,111
TOKYO TALKIES,90
TOKYO TALKIES,289
TOKYO TALKIES,31
TOKYO TALKIES,81
TOKYO TALKIES,133
TOKYO TALKIES,184.2254362
TOKYO TALKIES,35
TOKYO TALKIES,8
TOKYO TALKIES,91
TOKYO TALKIES,184.2254362
TOKYO TALKIES,184.2254362
TOKYO TALKIES,103
TOKYO TALKIES,53
TOKYO TALKIES,184.2254362
TOKYO TALKIES,184.2254362
TOKYO TALKIES,12
TOKYO TALKIES,90
TOKYO TALKIES,184.2254362
TOKYO TALKIES,16
TOKYO TALKIES,99
TOKYO TALKIES,16
TOKYO TALKIES,9
TOKYO TALKIES,184.2254362
TOKYO TALKIES,184.2254362
TOKYO TALKIES,184.2254362
TOKYO TALKIES,22
